Date,Date,Close,gain
2010-01-05,2010-01-05,1134.6,-0.0008805917576611977
2010-01-06,2010-01-06,1139.6,0.004406839414771824
2010-01-07,2010-01-07,1144.15,0.003992628992629088
2010-01-08,2010-01-08,1144.05,-8.740112747462891e-05
2010-01-11,2010-01-11,1137.0,-0.006162318080503382
2010-01-12,2010-01-12,1143.65,0.005848724714160092
2010-01-13,2010-01-13,1142.25,-0.0012241507454204825
2010-01-14,2010-01-14,1148.2,0.005209017290435547
2010-01-15,2010-01-15,1207.05,0.05125413690994596
2010-01-18,2010-01-18,1236.25,0.024191209974731898
2010-01-19,2010-01-19,1221.25,-0.01213346814964611
2010-01-20,2010-01-20,1186.2,-0.02870010235414533
2010-01-21,2010-01-21,1150.15,-0.030391165064913128
2010-01-22,2010-01-22,1170.75,0.017910707299047868
2010-01-25,2010-01-25,1154.7,-0.013709160794362574
2010-01-27,2010-01-27,1058.6,-0.08322508010738727
2010-01-28,2010-01-28,1039.3,-0.01823162667674283
2010-01-29,2010-01-29,1068.95,0.028528817473299384
2010-02-01,2010-02-01,1140.1,0.0665606436222459
2010-02-02,2010-02-02,1107.95,-0.028199280764845125
2010-02-03,2010-02-03,1118.8,0.009792860688659255
2010-02-04,2010-02-04,1090.3,-0.025473721844833763
2010-02-05,2010-02-05,1070.45,-0.0182059983490781
2010-02-06,2010-02-06,1080.4,0.009295156242701719
2010-02-08,2010-02-08,1095.65,0.014115142539800063
2010-02-09,2010-02-09,1109.0,0.012184547985214067
2010-02-10,2010-02-10,1095.45,-0.01221821460775474
2010-02-11,2010-02-11,1120.55,0.02291295814505445
2010-02-15,2010-02-15,1139.65,0.017045201017357625
2010-02-16,2010-02-16,1137.9,-0.0015355591629009346
2010-02-17,2010-02-17,1142.75,0.004262237454960793
2010-02-18,2010-02-18,1131.0,-0.010282213957558572
2010-02-19,2010-02-19,1116.4,-0.012908930150309361
2010-02-22,2010-02-22,1094.0,-0.020064493013256968
2010-02-23,2010-02-23,1065.0,-0.026508226691042025
2010-02-24,2010-02-24,1046.45,-0.0174178403755868
2010-02-25,2010-02-25,1011.15,-0.0337330976157485
2010-02-26,2010-02-26,1013.55,0.0023735350838154368
2010-03-02,2010-03-02,1042.0,0.028069656159044998
2010-03-03,2010-03-03,1035.85,-0.005902111324376236
2010-03-04,2010-03-04,1048.9,0.012598349181831558
2010-03-05,2010-03-05,1064.3,0.014682047859662317
2010-03-08,2010-03-08,1069.8,0.005167715869585754
2010-03-09,2010-03-09,1063.75,-0.00565526266591887
2010-03-10,2010-03-10,1059.55,-0.0039482961222092605
2010-03-11,2010-03-11,1044.85,-0.013873814355150782
2010-03-12,2010-03-12,1036.15,-0.0083265540508205
2010-03-15,2010-03-15,1019.55,-0.016020846402547972
2010-03-16,2010-03-16,1029.2,0.009464960031386527
2010-03-17,2010-03-17,1038.85,0.009376214535561367
2010-03-18,2010-03-18,1049.25,0.010011069933099082
2010-03-19,2010-03-19,1063.1,0.013199904693828923
2010-03-22,2010-03-22,1050.2,-0.012134324146364284
2010-03-23,2010-03-23,1045.1,-0.004856217863264289
2010-03-25,2010-03-25,1033.85,-0.01076452014161322
2010-03-26,2010-03-26,1050.45,0.016056487885089954
2010-03-29,2010-03-29,1057.6,0.0068066066923697655
2010-03-30,2010-03-30,1047.95,-0.009124432677760863
2010-03-31,2010-03-31,1049.6,0.0015745026003146645
2010-04-01,2010-04-01,1059.0,0.0089557926829269
2010-04-05,2010-04-05,1064.15,0.004863078375826335
2010-04-06,2010-04-06,1087.85,0.022271296339801516
2010-04-07,2010-04-07,1076.45,-0.010479385944753283
2010-04-08,2010-04-08,1069.6,-0.006363509684611635
2010-04-09,2010-04-09,1077.05,0.006965220643231129
2010-04-12,2010-04-12,1081.3,0.003945963511443384
2010-04-13,2010-04-13,1074.65,-0.006150004624063454
2010-04-15,2010-04-15,1067.45,-0.006699855766993945
2010-04-16,2010-04-16,1046.3,-0.019813574406295498
2010-04-19,2010-04-19,1036.45,-0.009414125967695641
2010-04-20,2010-04-20,1038.55,0.002026146943894913
2010-04-21,2010-04-21,1031.25,-0.007029030860334129
2010-04-22,2010-04-22,1025.6,-0.005478787878787972
2010-04-23,2010-04-23,1032.95,0.007166536661466605
2010-04-26,2010-04-26,1050.4,0.016893363667166872
2010-04-27,2010-04-27,1050.9,0.00047600913937539957
2010-04-28,2010-04-28,1047.05,-0.0036635265010944718
2010-04-29,2010-04-29,1049.4,0.002244400935963009
2010-04-30,2010-04-30,1048.05,-0.0012864493996570525
2010-05-03,2010-05-03,1038.05,-0.009541529507180013
2010-05-04,2010-05-04,1026.7,-0.010933962718558732
2010-05-05,2010-05-05,1012.2,-0.01412291808707511
2010-05-06,2010-05-06,1014.85,0.0026180596720015714
2010-05-07,2010-05-07,988.25,-0.026210770064541533
2010-05-10,2010-05-10,1006.5,0.018466987098406218
2010-05-11,2010-05-11,995.2,-0.011227024341778358
2010-05-12,2010-05-12,995.0,-0.00020096463022512
2010-05-13,2010-05-13,1009.4,0.014472361809045209
2010-05-14,2010-05-14,1005.05,-0.0043094907866059184
2010-05-17,2010-05-17,1002.65,-0.002387940898462726
2010-05-18,2010-05-18,1048.6,0.04582855433102262
2010-05-19,2010-05-19,984.85,-0.06079534617585347
2010-05-20,2010-05-20,991.05,0.006295374930192388
2010-05-21,2010-05-21,995.4,0.004389284092628953
2010-05-24,2010-05-24,999.5,0.004118947156921848
2010-05-25,2010-05-25,975.7,-0.023811905952976442
2010-05-26,2010-05-26,976.7,0.00102490519626941
2010-05-27,2010-05-27,963.9,-0.013105354766049016
2010-05-28,2010-05-28,981.3,0.018051665110488724
2010-05-31,2010-05-31,970.55,-0.010954855803525954
2010-06-01,2010-06-01,965.0,-0.005718407088764033
2010-06-02,2010-06-02,968.25,0.0033678756476684946
2010-06-03,2010-06-03,994.0,0.026594371288406915
2010-06-04,2010-06-04,1000.55,0.006589537223339992
2010-06-07,2010-06-07,978.05,-0.022487631802508568
2010-06-08,2010-06-08,996.75,0.019119676908133654
2010-06-09,2010-06-09,996.95,0.00020065211938802285
2010-06-10,2010-06-10,999.3,0.0023571894277545358
2010-06-11,2010-06-11,1001.15,0.0018512959071350643
2010-06-14,2010-06-14,1013.7,0.012535584078309903
2010-06-15,2010-06-15,1011.55,-0.002120943079806703
2010-06-16,2010-06-16,1010.4,-0.0011368691611882698
2010-06-17,2010-06-17,1013.75,0.0033155186064925957
2010-06-18,2010-06-18,1021.85,0.007990135635018492
2010-06-21,2010-06-21,1036.35,0.014189949601213447
2010-06-22,2010-06-22,1021.2,-0.01461861340280779
2010-06-23,2010-06-23,1027.5,0.006169212690951831
2010-06-24,2010-06-24,1003.7,-0.02316301703163015
2010-06-25,2010-06-25,1008.95,0.005230646607552014
2010-06-28,2010-06-28,1010.2,0.0012389117399276284
2010-06-29,2010-06-29,998.3,-0.011779845575133674
2010-06-30,2010-06-30,1000.6,0.002303916658319194
2010-07-01,2010-07-01,995.0,-0.005596642014791153
2010-07-02,2010-07-02,1000.2,0.005226130653266381
2010-07-05,2010-07-05,984.4,-0.0157968406318737
2010-07-06,2010-07-06,996.4,0.012190166598943453
2010-07-07,2010-07-07,1002.15,0.005770774789241262
2010-07-08,2010-07-08,999.35,-0.0027939929152321907
2010-07-09,2010-07-09,1001.25,0.0019012358032721721
2010-07-12,2010-07-12,999.25,-0.001997503121098587
2010-07-13,2010-07-13,996.2,-0.003052289216912585
2010-07-14,2010-07-14,1014.25,0.018118851636217626
2010-07-15,2010-07-15,1018.2,0.0038945033275818997
2010-07-16,2010-07-16,1003.95,-0.013995285798467871
2010-07-19,2010-07-19,1020.35,0.016335474874246803
2010-07-20,2010-07-20,1021.25,0.0008820502768658312
2010-07-21,2010-07-21,1033.5,0.011995104039167703
2010-07-22,2010-07-22,1028.15,-0.005176584421867303
2010-07-23,2010-07-23,1020.55,-0.007391917521762492
2010-07-26,2010-07-26,1017.5,-0.0029885845867424488
2010-07-27,2010-07-27,1014.65,-0.002800982800982843
2010-07-28,2010-07-28,1014.1,-0.0005420588380229407
2010-07-29,2010-07-29,1008.4,-0.005620747460802766
2010-07-30,2010-07-30,1015.95,0.007487108290361144
2010-08-02,2010-08-02,1030.95,0.014764506127270094
2010-08-03,2010-08-03,1027.05,-0.0037829186672487802
2010-08-04,2010-08-04,1026.15,-0.0008762961881114695
2010-08-05,2010-08-05,1025.45,-0.0006821614773668827
2010-08-06,2010-08-06,1013.65,-0.011507143205422121
2010-08-09,2010-08-09,1010.7,-0.0029102747496669856
2010-08-10,2010-08-10,1005.6,-0.005046007717423584
2010-08-11,2010-08-11,995.8,-0.009745425616547454
2010-08-12,2010-08-12,992.05,-0.003765816429001756
2010-08-13,2010-08-13,1009.2,0.017287435109117677
2010-08-16,2010-08-16,1009.9,0.0006936187078874223
2010-08-17,2010-08-17,1016.0,0.006040202000198169
2010-08-18,2010-08-18,1019.1,0.0030511811023621327
2010-08-19,2010-08-19,1022.45,0.003287214208615552
2010-08-20,2010-08-20,1020.3,-0.002102792312582591
2010-08-23,2010-08-23,1021.15,0.0008330883073606188
2010-08-24,2010-08-24,1020.45,-0.000685501640307451
2010-08-25,2010-08-25,1022.1,0.0016169337057181377
2010-08-26,2010-08-26,1002.35,-0.019322962528128373
2010-08-27,2010-08-27,1004.05,0.001696014366239229
2010-08-30,2010-08-30,1009.3,0.005228823265773563
2010-08-31,2010-08-31,1009.0,-0.00029723570791628795
2010-09-01,2010-09-01,1013.15,0.00411298315163533
2010-09-02,2010-09-02,1061.1,0.04732764151408975
2010-09-03,2010-09-03,1134.05,0.06874941098859688
2010-09-06,2010-09-06,1195.05,0.05378951545346333
2010-09-07,2010-09-07,1188.0,-0.005899334755867902
2010-09-08,2010-09-08,1172.3,-0.013215488215488236
2010-09-09,2010-09-09,1205.95,0.02870425658961029
2010-09-13,2010-09-13,1185.1,-0.01728927401633573
2010-09-14,2010-09-14,1170.3,-0.012488397603577672
2010-09-15,2010-09-15,1168.1,-0.0018798598649919507
2010-09-16,2010-09-16,1152.6,-0.01326941186542252
2010-09-17,2010-09-17,1164.8,0.010584764879403075
2010-09-20,2010-09-20,1161.35,-0.0029618818681319548
2010-09-21,2010-09-21,1141.1,-0.017436603952296847
2010-09-22,2010-09-22,1137.85,-0.0028481289983349756
2010-09-23,2010-09-23,1110.55,-0.02399261765610583
2010-09-24,2010-09-24,1090.8,-0.01778398091035971
2010-09-27,2010-09-27,1114.9,0.022093876054272155
2010-09-28,2010-09-28,1112.95,-0.001749035787963038
2010-09-29,2010-09-29,1106.05,-0.006199739431241413
2010-09-30,2010-09-30,1079.15,-0.024320781158175375
2010-10-01,2010-10-01,1107.45,0.02622434323310019
2010-10-04,2010-10-04,1144.3,0.033274639938597694
2010-10-05,2010-10-05,1190.25,0.04015555361356293
2010-10-06,2010-10-06,1178.1,-0.010207939508506736
2010-10-07,2010-10-07,1152.4,-0.021814786520668705
2010-10-08,2010-10-08,1144.65,-0.006725095452967733
2010-10-11,2010-10-11,1157.9,0.011575590791945034
2010-10-12,2010-10-12,1144.8,-0.01131358493825041
2010-10-13,2010-10-13,1141.65,-0.0027515723270439274
2010-10-14,2010-10-14,1145.35,0.0032409232251564557
2010-10-15,2010-10-15,1139.35,-0.005238573361854404
2010-10-18,2010-10-18,1121.7,-0.015491288892789612
2010-10-19,2010-10-19,1133.0,0.010073994829276955
2010-10-20,2010-10-20,1129.6,-0.0030008826125331733
2010-10-21,2010-10-21,1146.35,0.014828257790368227
2010-10-22,2010-10-22,1142.45,-0.0034021023247697846
2010-10-25,2010-10-25,1130.15,-0.010766335507024327
2010-10-26,2010-10-26,1131.4,0.0011060478697517695
2010-10-27,2010-10-27,1124.75,-0.005877673678628348
2010-10-28,2010-10-28,1094.15,-0.027206045787952826
2010-10-29,2010-10-29,1123.65,0.026961568340721165
2010-11-01,2010-11-01,1110.85,-0.011391447514795705
2010-11-02,2010-11-02,1100.9,-0.008957104919655956
2010-11-03,2010-11-03,1128.95,0.025479153419929013
2010-11-04,2010-11-04,1136.15,0.006377607511404371
2010-11-05,2010-11-05,1133.85,-0.002024380583549812
2010-11-08,2010-11-08,1135.3,0.0012788287692375722
2010-11-09,2010-11-09,1120.75,-0.012815995772042621
2010-11-10,2010-11-10,1127.6,0.006111978585768396
2010-11-11,2010-11-11,1125.85,-0.0015519687832564744
2010-11-12,2010-11-12,1103.55,-0.019807256739352463
2010-11-15,2010-11-15,1099.85,-0.0033528159122830914
2010-11-16,2010-11-16,1104.0,0.003773241805700822
2010-11-18,2010-11-18,1100.45,-0.0032155797101448558
2010-11-19,2010-11-19,1093.5,-0.006315598164387315
2010-11-22,2010-11-22,1085.85,-0.006995884773662642
2010-11-23,2010-11-23,1077.65,-0.007551687617994962
2010-11-24,2010-11-24,1065.0,-0.01173850508049934
2010-11-25,2010-11-25,1041.5,-0.022065727699530524
2010-11-26,2010-11-26,990.7,-0.04877580412866056
2010-11-29,2010-11-29,980.2,-0.01059856667003134
2010-11-30,2010-11-30,982.9,0.0027545398898183304
2010-12-01,2010-12-01,1018.4,0.036117611150676465
2010-12-02,2010-12-02,1026.15,0.00760997643362149
2010-12-03,2010-12-03,1009.2,-0.01651805291624031
2010-12-06,2010-12-06,1005.6,-0.003567181926278251
2010-12-07,2010-12-07,1023.45,0.01775059665871126
2010-12-08,2010-12-08,1004.95,-0.01807611510088425
2010-12-09,2010-12-09,1000.3,-0.004627095875416765
2010-12-10,2010-12-10,998.0,-0.0022993102069378546
2010-12-13,2010-12-13,999.7,0.0017034068136272396
2010-12-14,2010-12-14,1004.95,0.005251575472641878
2010-12-15,2010-12-15,991.8,-0.01308522812080215
2010-12-16,2010-12-16,989.0,-0.00282314982859444
2010-12-20,2010-12-20,992.3,0.003336703741152691
2010-12-21,2010-12-21,997.75,0.005492290637912012
2010-12-22,2010-12-22,992.65,-0.005111500876973207
2010-12-23,2010-12-23,993.1,0.00045333199012742575
2010-12-24,2010-12-24,994.3,0.0012083375289497766
2010-12-27,2010-12-27,979.55,-0.014834556974756108
2010-12-28,2010-12-28,977.6,-0.001990710019907027
2010-12-29,2010-12-29,984.05,0.006597790507364865
